timestamp,cpu_percent,memory_percent
130.73014879226685,0.0,44.1
188.72508215904236,0.0,44.2
202.0171720981598,0.0,44.2
222.96030616760254,0.0,44.2
251.4723265171051,0.0,44.2
328.5598449707031,0.0,29.5
400.49428391456604,0.0,29.6
498.70394802093506,0.0,29.6
558.0133080482483,0.0,29.6
650.8641183376312,0.6,29.6
707.6633093357086,0.0,29.6
744.176807641983,0.0,29.6
845.0154573917389,0.0,29.6
881.6544938087463,0.0,29.6
919.1287274360657,0.0,29.6
934.0363414287567,0.0,29.6
1077.6116263866425,0.0,29.6
1139.0416646003723,0.6,29.6
1234.078670501709,0.0,29.6
1383.297003030777,0.0,29.6
1476.427574634552,0.6,29.6
1566.1249179840088,0.0,29.6
1650.5442378520966,0.0,29.6
1685.2623362541199,0.0,29.6
1710.2719776630402,0.0,29.6
1742.153199672699,0.0,29.6
1796.1669764518738,0.0,29.6
1855.136126279831,0.0,29.6
1890.9050996303558,0.0,29.6
1950.0994753837585,0.0,29.6
2039.7928919792175,0.0,29.6
2136.405123949051,0.0,29.6
2172.682163000107,0.0,29.6
2207.5687189102173,0.0,29.6
2284.768440723419,0.0,29.6
2343.311788082123,0.0,29.6
2437.840805530548,0.0,29.6
2553.7764558792114,0.0,29.6
2602.17352104187,0.0,29.6
2698.466945886612,0.0,29.6
2732.025598049164,0.0,29.6
2805.213926076889,0.0,29.6
2921.423122882843,0.0,29.6
2973.725322008133,0.0,29.6
3034.9962339401245,0.0,29.6
3115.36705160141,0.0,29.6
3169.7988545894623,0.0,29.6
3231.6260344982147,0.0,29.6
3271.671911239624,0.0,29.6
3331.048082113266,0.0,29.6
3367.919929265976,0.0,29.6
3389.147041320801,0.6,29.6
3405.3564405441284,0.0,29.6
3424.291173696518,0.0,29.6
3447.063173532486,0.6,29.6
3500.643595457077,0.0,29.6
3558.0504434108734,0.0,29.6
3578.487265586853,0.0,29.6
3672.577824831009,0.0,29.6
3786.643984556198,0.0,29.6
3817.1694548130035,0.0,29.7
3859.117576122284,0.0,29.7
3917.0514023303986,0.0,29.7
3983.689612865448,0.0,29.7
4076.10689330101,0.0,29.7
4132.538629055023,0.0,29.7
4213.553546667099,0.0,29.7
4292.82351064682,0.0,29.7
4353.542191743851,0.0,29.7
4415.859889984131,0.0,29.7
4507.140314102173,0.0,29.7
4560.278572797775,0.6,29.7
4586.411737203598,0.0,29.7
4616.646734714508,0.6,29.7
4632.129827976227,0.0,29.7
4673.830978631973,0.0,29.7
4740.984587430954,0.0,29.7
4822.563857078552,0.0,29.7
4860.217812538147,0.0,29.7
4885.918527126312,0.0,29.7
4966.739254951477,0.0,29.7
4995.001387119293,0.0,29.7
5115.931403636932,0.0,29.7
5217.050498962402,0.0,29.7
5280.4443027973175,0.6,29.7
5392.545169830322,0.0,29.7
5473.548999786377,0.0,29.7
5530.600011348724,0.0,29.7
5596.785239934921,0.6,29.7
5655.202420473099,0.0,29.7
5681.269387245178,0.0,29.7
5793.992968559265,0.0,29.7
5819.642619609833,0.6,29.7
5906.917182922363,0.0,29.7
5973.108618736267,0.0,29.7
6081.54381608963,0.0,29.7
6133.743553876877,0.0,29.7
6251.486813545227,0.0,29.7
6309.607539892197,0.0,29.7
6375.773252248764,0.0,29.7
